Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,Pass,Fail,Withdrew,Audit,Other,0-9,10-19,20-29,30-39,40-49,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBC,2017,S,CNPS,427,,93Q,GUID PLN DCSN MK,"Munteanu, Mircea",41,75.28,14.72,95,27,36,3,2,0,0,0,0,1,0,2,3,0,2,1,1,6,4,3,7,7,5,,,
UBC,2017,S,CNPS,587,A,921,HIST SYST PSYC,"Munteanu, Mircea",5,96.8,0.84,98,96,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,
UBC,2017,S,CNPS,587,C,921,HIST SYST PSYC,"Munteanu, Mircea",4,94.75,0.96,96,94,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,
UBC,2017,W,CNPS,365,,001,INT THRY COUNSEL,"Munteanu, Mircea",33,83.66,5.83,94,70,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,9,11,6,,,
UBC,2017,W,CNPS,365,,63A,INT THRY COUNSEL,"Munteanu, Mircea",60,76.11,12.43,94,36,53,1,3,0,0,0,0,0,1,0,1,2,2,2,6,7,2,6,13,7,6,,,
UBC,2017,W,CNPS,365,,63C,INT THRY COUNSEL,"Munteanu, Mircea",58,74.92,11.95,95,35,51,2,2,0,1,0,0,0,1,1,2,0,3,2,7,3,7,9,8,8,4,,,
UBC,2017,W,CNPS,427,,001,GUID PLN DCSN MK,"Munteanu, Mircea",19,82.78,5.88,93,70,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,4,3,,,
UBC,2017,W,CNPS,427,,63A,GUID PLN DCSN MK,"Munteanu, Mircea",60,76.7,13.99,93,0,52,1,2,0,0,1,0,0,0,0,1,0,1,2,3,8,6,7,12,6,7,,,
UBC,2017,W,CNPS,427,,63C,GUID PLN DCSN MK,"Munteanu, Mircea",59,77.02,8.65,93,44,53,1,0,0,0,0,0,0,0,1,1,0,1,2,2,5,8,13,11,10,1,,,
UBC,2017,W,CNPS,586,,001,,"Munteanu, Mircea",6,90.5,3.62,96,85,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,,,
UBC,2017,W,CNPS,586,,002,,"Munteanu, Mircea",18,94.06,2.01,98,90,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,,,
UBC,2018,S,CNPS,365,,93Q,INT THRY COUNSEL,"Munteanu, Mircea",50,79.14,10.34,95,58,44,0,4,0,0,0,0,0,0,0,0,0,2,4,2,0,8,4,7,9,8,,,
UBC,2018,S,CNPS,427,,93Q,GUID PLN DCSN MK,"Munteanu, Mircea",48,74.2,15.47,95,0,39,2,2,0,0,1,0,0,0,1,2,0,2,1,3,2,8,10,5,6,2,,,
UBC,2018,W,CNPS,365,,63A,INT THRY COUNSEL,"Munteanu, Mircea",59,72.05,16.12,91,0,52,3,2,0,0,1,0,1,1,0,3,2,1,4,5,6,6,10,9,6,3,,,
UBC,2018,W,CNPS,365,,63C,INT THRY COUNSEL,"Munteanu, Mircea",60,76.67,12.08,93,46,56,1,0,0,0,0,0,0,0,1,1,3,2,4,5,1,3,9,12,12,5,,,
UBC,2018,W,CNPS,427,,63A,GUID PLN DCSN MK,"Munteanu, Mircea",56,73.83,17.56,94,10,44,4,3,0,0,0,1,2,0,1,4,0,3,3,1,2,4,8,12,7,4,,,
UBC,2018,W,CNPS,427,,63C,GUID PLN DCSN MK,"Munteanu, Mircea",58,78.3,9.75,92,53,50,0,4,0,0,0,0,0,0,0,0,1,2,2,1,7,2,9,11,9,6,,,
UBC,2018,W,CNPS,586,,001,,"Munteanu, Mircea",18,92.94,3.83,98,85,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,,,
UBCV,2014,S,CNPS,365,,93Q,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,48,76.45833333,9.754340732,95.0,55.0,,,,,,,,,,,0,0,,,,5,7,4,12,8,3,,,
UBCV,2014,S,CNPS,427,,93Q,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,47,76.63829787,14.71678358,92.0,0.0,,,,,,,,,,,,,,,6,5,,8,6,7,8,,,
UBCV,2014,W,CNPS,365,,63A,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,52,74.82692308,15.18606321,96.0,8.0,,,,,,,,,,,,,,8,6,,,,8,10,6,,,
UBCV,2014,W,CNPS,365,,63C,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,55,74.4,12.23474106,94.0,30.0,,,,,,,,,,,,,,5,4,5,8,9,5,12,,,,
UBCV,2014,W,CNPS,427,,001,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,20,85.85,6.450418183,95.0,63.0,,,,,,,,,,,0,0,0,,,,0,0,6,9,4,,,
UBCV,2014,W,CNPS,427,,63A,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,57,70.64912281,17.74168943,94.0,0.0,,,,,,,,,,,5,,,5,6,6,5,7,9,4,6,,,
UBCV,2014,W,CNPS,427,,63C,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,55,76.89090909,13.23109795,96.0,26.0,,,,,,,,,,,2,,,,,,6,12,7,11,6,,,
UBCV,2014,W,CNPS,586,,001,Ethics in Counselling Psychology,Mircea A Munteanu;Mircea Munteanu,13,91.92307692,4.698608632,100.0,85.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4,9,,,
UBCV,2014,W,CNPS,586,,002,Ethics in Counselling Psychology,Mircea A Munteanu;Mircea Munteanu,20,92.6,2.891002376,96.0,87.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,17,,,
UBCV,2015,S,CNPS,365,,93Q,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,44,71.59090909,17.96549429,92.0,0.0,,,,,,,,,,,6,,,,,6,,5,7,7,4,,,
UBCV,2015,S,CNPS,427,,93Q,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,45,71.6,14.8590346,92.0,14.0,,,,,,,,,,,,,,,,10,5,7,6,,,,,
UBCV,2015,W,CNPS,365,,001,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,33,85.303030303,5.631856091,96.0,70.0,,,,,,,,,,,0,0,0,0,0,,,,8,14,7,,,
UBCV,2015,W,CNPS,365,,63A,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,54,72.537037037,11.801363789,93.0,30.0,,,,,,,,,,,,,,,,12,5,12,,5,,,,
UBCV,2015,W,CNPS,365,,63C,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,57,73.824561404,12.831494188,93.0,13.0,,,,,,,,,,,,,,,7,9,7,9,7,7,,,,
UBCV,2015,W,CNPS,427,,001,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,18,82.222222222,4.634341828,92.0,73.0,,,,,,,,,,,0,0,0,0,0,0,,3,9,4,,,,
UBCV,2015,W,CNPS,427,,63A,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,57,77.859649123,9.274463012,93.0,58.0,,,,,,,,,,,0,0,,,,9,,8,12,11,5,,,
UBCV,2015,W,CNPS,427,,63C,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,57,76.842105263,9.092362324,94.0,52.0,,,,,,,,,,,0,,,,,7,9,11,11,9,,,,
UBCV,2015,W,CNPS,586,,001,Ethics in Counselling Psychology,Mircea A Munteanu;Mircea Munteanu,20,92.95,3.575869419,97.0,83.0,,,,,,,,,,,0,0,0,0,0,0,0,0,,,18,,,
UBCV,2015,W,CNPS,586,,002,Ethics in Counselling Psychology,Mircea A Munteanu;Mircea Munteanu,20,94.05,2.684752267,98.0,89.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,19,,,
UBCV,2016,S,CNPS,365,,93Q,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,44,78.84090909,10.5277997,96.0,45.0,,,,,,,,,,,1,0,2,1,0,4,7,5,10,8,6,,,
UBCV,2016,S,CNPS,427,,93Q,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,52,71.36538462,18.08805136,92.0,0.0,,,,,,,,,,,5,0,1,4,4,8,7,5,5,9,4,,,
UBCV,2016,S,CNPS,587,A,921,History and Systems of Psychology,Mircea A Munteanu;Mircea Munteanu,8,96.25,0.707106781,98.0,96.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,8,,,
UBCV,2016,W,CNPS,365,,001,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,31,83.38709677,11.45913731,94.0,31.0,,,,,,,,,,,1,0,0,0,0,1,2,0,9,8,10,,,
UBCV,2016,W,CNPS,365,,63A,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,54,74.14814815,12.90225577,95.0,32.0,,,,,,,,,,,1,4,2,4,1,5,10,11,5,3,8,,,
UBCV,2016,W,CNPS,365,,63C,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,54,77.42592593,9.380030679,95.0,57.0,,,,,,,,,,,0,0,3,3,1,8,5,10,11,9,4,,,
UBCV,2016,W,CNPS,427,,001,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,31,80.06451613,16.20069028,96.0,0.0,,,,,,,,,,,1,0,0,0,0,2,1,8,7,6,6,,,
UBCV,2016,W,CNPS,427,,63A,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,53,73.83018868,12.14137213,91.0,21.0,,,,,,,,,,,2,1,1,4,5,3,9,11,10,3,4,,,
UBCV,2016,W,CNPS,427,,63C,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,55,76.12727273,10.0977712,93.0,42.0,,,,,,,,,,,1,0,2,2,8,4,8,10,7,7,6,,,
UBCV,2016,W,CNPS,586,,001,Ethics in Counselling Psychology,Mircea A Munteanu;Mircea Munteanu,18,92.22222222,2.53343653,95.0,86.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,17,,,
UBCV,2016,W,CNPS,586,,002,Ethics in Counselling Psychology,Mircea A Munteanu;Mircea Munteanu,15,93.2,2.75680975,97.0,87.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,14,,,
UBCV,2017,S,CNPS,365,,93Q,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,50,74.66,11.483102048,97.0,50.0,,,,,,,,,,,0,4,0,3,8,7,3,3,11,8,3,,,
UBCV,2017,S,CNPS,427,,93Q,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,39,75.282051282,14.721893324,95.0,27.0,,,,,,,,,,,3,0,2,1,1,6,4,3,7,7,5,,,
UBCV,2017,W,CNPS,365,,001,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,32,83.65625,5.834322113,94.0,70.0,,,,,,,,,,,0,0,0,0,0,2,1,3,9,11,6,,,
UBCV,2017,W,CNPS,365,,63A,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,57,75.070175439,12.912977483,94.0,36.0,,,,,,,,,,,1,4,2,3,6,7,2,6,13,7,6,,,
UBCV,2017,W,CNPS,365,,63C,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,56,74.196428571,12.076151769,95.0,35.0,,,,,,,,,,,2,0,5,2,7,4,7,9,8,8,4,,,
UBCV,2017,W,CNPS,427,,001,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,19,82.368421053,5.983407858,93.0,70.0,,,,,,,,,,,0,0,0,0,0,1,1,4,6,4,3,,,
UBCV,2017,W,CNPS,427,,63A,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,58,76.431034483,13.42047672,93.0,0.0,,,,,,,,,,,1,0,1,2,3,10,7,9,12,6,7,,,
UBCV,2017,W,CNPS,427,,63C,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,59,76.203389831,8.823518066,93.0,44.0,,,,,,,,,,,1,0,2,2,2,8,9,13,11,10,1,,,
UBCV,2017,W,CNPS,586,,001,Ethics in Counselling Psychology,Mircea A Munteanu;Mircea Munteanu,6,90.5,3.619392214,96.0,85.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,4,,,
UBCV,2017,W,CNPS,586,,002,Ethics in Counselling Psychology,Mircea A Munteanu;Mircea Munteanu,18,94.055555556,2.013840996,98.0,90.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,18,,,
UBCV,2018,S,CNPS,365,,93Q,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,46,78.47826087,10.59714664,95.0,58.0,,,,,,,,,,,0,0,2,5,3,0,8,4,7,9,8,,,
UBCV,2018,S,CNPS,427,,93Q,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,46,73.565217391,15.044603571,95.0,0.0,,,,,,,,,,,2,0,3,2,3,4,8,10,5,7,2,,,
UBCV,2018,W,CNPS,365,,001,Introduction to Theories of Counselling,Briar Patterson;Briar Schulz;Mircea Munteanu,36,86.333333333,5.30229061,96.0,72.0,,,,,,,,,,,0,0,0,0,0,0,2,1,8,14,11,,,
UBCV,2018,W,CNPS,365,,63A,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,57,72.01754386,15.921112699,91.0,0.0,,,,,,,,,,,3,2,1,5,5,6,6,10,10,6,3,,,
UBCV,2018,W,CNPS,365,,63C,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,60,76.3,11.933857262,93.0,46.0,,,,,,,,,,,1,3,2,5,5,1,5,9,12,12,5,,,
UBCV,2018,W,CNPS,427,,63A,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,53,71.471698113,19.32873884,94.0,10.0,,,,,,,,,,,6,1,3,4,1,2,5,8,12,7,4,,,
UBCV,2018,W,CNPS,427,,63C,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,54,77.740740741,9.67429035,92.0,53.0,,,,,,,,,,,0,1,2,3,1,8,4,9,11,9,6,,,
UBCV,2018,W,CNPS,586,,001,Ethics in Counselling Psychology,Mircea A Munteanu;Mircea Munteanu,17,92.941176471,3.831947746,98.0,85.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,14,,,
UBCV,2018,W,CNPS,586,,002,Ethics in Counselling Psychology,Beth Haverkamp;Mircea Munteanu,20,90.3,3.974921383,98.0,83.0,,,,,,,,,,,0,0,0,0,0,0,0,0,1,8,11,,,
UBCV,2019,S,CNPS,365,,93Q,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,30,81.366666667,17.301551322,95.0,5.0,,,,,,,,,,,1,1,0,0,1,0,3,2,3,10,9,,,
UBCV,2019,S,CNPS,365,,93S,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,34,79.558823529,10.346105039,94.0,46.0,,,,,,,,,,,2,0,0,1,1,0,2,6,11,9,2,,,
UBCV,2019,S,CNPS,427,,93Q,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,21,82.476190476,9.097357021,93.0,50.0,,,,,,,,,,,0,1,0,0,0,0,1,3,6,6,4,,,
UBCV,2019,W,CNPS,365,,63A,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,33,77.484848485,14.407292451,96.0,26.0,,,,,,,,,,,2,0,1,0,3,2,3,4,6,7,5,,,
UBCV,2019,W,CNPS,365,,63B,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,33,74.121212121,15.883870702,92.0,0.0,,,,,,,,,,,1,1,1,0,2,2,4,10,9,1,2,,,
UBCV,2019,W,CNPS,365,,63C,Introduction to Theories of Counselling,Mircea Munteanu;Vicky Thomson,34,76.117647059,9.5814363,95.0,60.0,,,,,,,,,,,0,0,0,5,1,4,6,5,5,6,2,,,
UBCV,2019,W,CNPS,365,,63D,Introduction to Theories of Counselling,Janet Vaughan Marshall;Mircea A Munteanu;Mircea Munteanu,30,85.2,6.450875375,95.0,72.0,,,,,,,,,,,0,0,0,0,0,0,3,3,7,7,10,,,
UBCV,2019,W,CNPS,365,,63E,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,35,80.8,10.988764315,97.0,51.0,,,,,,,,,,,0,1,0,2,1,1,7,4,4,6,9,,,
UBCV,2019,W,CNPS,427,,63A,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,35,80.514285714,15.35342734,93.0,1.0,,,,,,,,,,,1,0,0,0,0,3,3,2,9,11,6,,,
UBCV,2019,W,CNPS,427,,63B,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,34,82.705882353,6.694771419,96.0,65.0,,,,,,,,,,,0,0,0,0,1,1,2,7,9,8,6,,,
UBCV,2019,W,CNPS,427,,63C,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,34,85.117647059,8.555574847,97.0,57.0,,,,,,,,,,,0,0,1,0,0,1,2,3,6,10,11,,,
UBCV,2019,W,CNPS,586,,001,Ethics in Counselling Psychology,Mircea Munteanu;Roberta Borgen;Roberta Neault,15,94.533333333,2.166849809,98.0,90.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,15,,,
UBCV,2020,S,CNPS,365,,93Q,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,28,81.857142857,14.869093688,94.0,23.0,,,,,,,,,,,1,0,0,1,2,0,2,1,3,10,8,,,
UBCV,2020,S,CNPS,365,,93S,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,31,81.193548387,18.227121467,98.0,0.0,,,,,,,,,,,1,1,0,1,0,0,5,1,4,10,8,,,
UBCV,2020,S,CNPS,427,,93Q,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,28,83.821428571,9.345442825,94.0,59.0,,,,,,,,,,,0,0,2,1,0,0,1,1,3,14,6,,,
UBCV,2020,W,CNPS,365,,63A,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,27,84.740740741,6.892541078,94.0,62.0,,,,,,,,,,,0,0,0,1,0,0,1,3,7,7,8,,,
UBCV,2020,W,CNPS,365,,63B,Introduction to Theories of Counselling,Mircea A Munteanu;Mircea Munteanu,29,83.137931034,9.720097508,96.0,56.0,,,,,,,,,,,0,0,1,0,1,2,3,1,5,5,11,,,
UBCV,2020,W,CNPS,365,,63D,Introduction to Theories of Counselling,Mircea Munteanu,27,85.074074074,6.426662766,95.0,70.0,,,,,,,,,,,0,0,0,0,0,1,2,2,7,7,8,,,
UBCV,2020,W,CNPS,365,,63E,Introduction to Theories of Counselling,Mircea Munteanu,23,83.260869565,8.114058458,95.0,62.0,,,,,,,,,,,0,0,0,1,0,2,0,4,3,8,5,,,
UBCV,2020,W,CNPS,427,,63A,Guidance: Planning and Decision-making,Mircea A Munteanu;Mircea Munteanu,23,82.173913043,9.451561554,95.0,60.0,,,,,,,,,,,0,0,0,2,0,0,4,1,6,6,4,,,
UBCV,2020,W,CNPS,427,,63C,Guidance: Planning and Decision-making,Mircea Munteanu,21,84.523809524,8.47123986,93.0,60.0,,,,,,,,,,,0,0,0,1,1,0,1,1,3,7,7,,,
UBCV,2020,W,CNPS,427,,63D,Guidance: Planning and Decision-making,Mircea Munteanu,16,86.0,4.633213428,96.0,80.0,,,,,,,,,,,0,0,0,0,0,0,0,0,6,7,3,,,
UBCV,2021,S,CNPS,365,,93Q,Introduction to Theories of Counselling,Mircea Munteanu,31,80.677419355,10.283926283,96.0,51.0,,,,,,,,,,,0,1,0,0,3,0,5,4,6,7,5,,,
UBCV,2021,S,CNPS,365,,93S,Introduction to Theories of Counselling,Mircea Munteanu,29,81.793103448,8.837336826,95.0,61.0,,,,,,,,,,,0,0,0,1,2,2,1,4,8,4,7,,,
UBCV,2021,S,CNPS,427,,93Q,Guidance: Planning and Decision-making,Mircea Munteanu,17,83.411764706,4.651059335,91.0,75.0,,,,,,,,,,,0,0,0,0,0,0,1,3,5,6,2,,,
UBCV,2021,W,CNPS,365,,63A,Introduction to Theories of Counselling,Mircea Munteanu,30,82.666666667,9.488044504,93.0,48.0,,,,,,,,,,,1,0,0,0,1,1,2,3,6,10,6,,,
UBCV,2021,W,CNPS,365,,63B,Introduction to Theories of Counselling,Mircea Munteanu,31,82.387096774,10.317226434,96.0,51.0,,,,,,,,,,,0,1,0,1,1,1,2,3,6,9,7,,,
UBCV,2021,W,CNPS,365,,63D,Introduction to Theories of Counselling,Mircea Munteanu,33,77.878787879,12.172606479,93.0,35.0,,,,,,,,,,,1,1,0,0,2,2,5,8,3,6,5,,,
UBCV,2021,W,CNPS,365,,63E,Introduction to Theories of Counselling,Mircea Munteanu,35,79.857142857,7.472076871,93.0,65.0,,,,,,,,,,,0,0,0,0,3,0,7,6,11,2,6,,,
UBCV,2021,W,CNPS,365,,63F,Introduction to Theories of Counselling,Mircea Munteanu,33,71.909090909,20.205759755,91.0,0.0,,,,,,,,,,,2,0,1,1,1,7,4,7,3,5,2,,,
UBCV,2021,W,CNPS,427,,63A,Guidance: Planning and Decision-making,Mircea Munteanu,36,85.194444444,5.917622324,94.0,76.0,,,,,,,,,,,0,0,0,0,0,0,0,8,9,7,12,,,
UBCV,2021,W,CNPS,427,,63C,Guidance: Planning and Decision-making,Mircea Munteanu,35,79.742857143,14.365692091,95.0,34.0,,,,,,,,,,,2,0,2,0,2,1,0,4,7,9,8,,,
UBCV,2021,W,CNPS,427,,63D,Guidance: Planning and Decision-making,Mircea Munteanu,29,70.586206897,21.591197349,91.0,0.0,,,,,,,,,,,4,1,1,0,2,3,5,2,2,6,3,,,
UBCV,2021,W,CNPS,427,,63E,Guidance: Planning and Decision-making,Mircea Munteanu,32,78.34375,17.299280938,95.0,0.0,,,,,,,,,,,1,1,1,0,1,2,2,2,9,10,3,,,
UBCV,2021,S,CNPS,365,,93Q,Introduction to Theories of Counselling,Mircea Munteanu,31,80.7,,96.0,51.0,,,,,,,,,,,,,,,,,,,6,7,,82.0,87.0,75.0
UBCV,2021,S,CNPS,365,,93S,Introduction to Theories of Counselling,Mircea Munteanu,29,81.8,,95.0,61.0,,,,,,,,,,,,,,,,,,,8,,7,82.0,88.0,77.0
UBCV,2021,S,CNPS,427,,93Q,Guidance: Planning and Decision-making,Mircea Munteanu,17,83.4,,91.0,75.0,,,,,,,,,,,,,,,,,,,,6,,83.0,86.0,80.0
UBCV,2021,W,CNPS,365,,63A,Introduction to Theories of Counselling,Mircea Munteanu,30,82.7,,93.0,48.0,,,,,,,,,,,,,,,,,,,6,10,6,85.0,88.0,78.0
UBCV,2021,W,CNPS,365,,63B,Introduction to Theories of Counselling,Mircea Munteanu,31,83.5,,96.0,61.0,,,,,,,,,,,,,,,,,,,6,10,7,86.0,89.0,79.5
UBCV,2021,W,CNPS,365,,63D,Introduction to Theories of Counselling,Mircea Munteanu,33,78.8,,93.0,50.0,,,,,,,,,,,,,,,,,,8,,6,,78.0,88.0,73.0
UBCV,2021,W,CNPS,365,,63E,Introduction to Theories of Counselling,Mircea Munteanu,35,79.9,,93.0,65.0,,,,,,,,,,,,,,,,,7,6,11,,6,80.0,84.0,75.0
UBCV,2021,W,CNPS,365,,63F,Introduction to Theories of Counselling,Mircea Munteanu,33,71.9,,91.0,0.0,,,,,,,,,,,,,,,,7,,7,,,,76.0,82.0,71.0
UBCV,2021,W,CNPS,427,,63A,Guidance: Planning and Decision-making,Mircea Munteanu,36,85.2,,94.0,76.0,,,,,,,,,,,0,0,0,0,0,0,0,8,9,7,12,85.0,91.0,80.8
UBCV,2021,W,CNPS,427,,63C,Guidance: Planning and Decision-making,Mircea Munteanu,35,80.9,,95.0,40.0,,,,,,,,,,,,,,,,,,,7,9,8,84.0,88.5,77.0
UBCV,2021,W,CNPS,427,,63D,Guidance: Planning and Decision-making,Mircea Munteanu,29,70.6,,91.0,0.0,,,,,,,,,,,,,,,,,,,,6,,75.0,87.0,67.0
UBCV,2021,W,CNPS,427,,63E,Guidance: Planning and Decision-making,Mircea Munteanu,32,78.3,,95.0,0.0,,,,,,,,,,,,,,,,,,,9,10,,82.5,87.0,77.3
UBCV,2022,S,CNPS,365,,93Q,Introduction to Theories of Counselling,Mircea Munteanu,33,78.7,,91.0,46.0,,,,,,,,,,,1,0,0,1,3,2,1,6,9,7,3,81.0,85.0,76.0
UBCV,2022,S,CNPS,365,,93S,Introduction to Theories of Counselling,Mircea Munteanu,25,79.0,,92.0,52.0,,,,,,,,,,,0,1,0,2,0,3,3,3,1,8,4,83.0,88.0,73.0
UBCV,2022,S,CNPS,427,,93Q,Guidance: Planning and Decision-making,Mircea Munteanu,19,81.5,,90.0,60.0,,,,,,,,,,,0,0,0,2,1,0,0,2,4,8,2,85.0,88.0,79.5
UBCV,2022,W,CNPS,365,,63A,Introduction to Theories of Counselling,Mircea Munteanu,33,77.5,,92.0,15.0,,,,,,,,,,,1,1,0,1,2,3,1,7,6,5,6,83.0,86.0,73.0
UBCV,2022,W,CNPS,365,,63B,Introduction to Theories of Counselling,Mircea Munteanu,32,75.3,,94.0,0.0,,,,,,,,,,,2,0,2,1,1,2,5,3,4,9,3,80.0,87.3,71.5
UBCV,2022,W,CNPS,365,,63D,Introduction to Theories of Counselling,Mircea Munteanu,33,73.6,,94.0,0.0,,,,,,,,,,,2,0,0,1,0,3,9,6,5,5,2,76.0,82.0,73.0
UBCV,2022,W,CNPS,365,,63E,Introduction to Theories of Counselling,Mircea Munteanu,32,73.7,,92.0,44.0,,,,,,,,,,,1,0,0,4,4,5,5,3,3,6,1,73.0,82.0,66.0
UBCV,2022,W,CNPS,365,,63F,Introduction to Theories of Counselling,Mircea Munteanu,31,74.3,,88.0,46.0,,,,,,,,,,,1,2,2,0,2,4,3,3,9,5,0,79.0,83.0,70.0
UBCV,2022,W,CNPS,427,,63A,Guidance: Planning and Decision-making,Mircea Munteanu,36,83.8,,94.0,72.0,,,,,,,,,,,0,0,0,0,0,0,1,6,14,9,6,83.5,86.0,80.0
UBCV,2022,W,CNPS,427,,63C,Guidance: Planning and Decision-making,Mircea Munteanu,34,83.4,,95.0,24.0,,,,,,,,,,,1,0,0,0,1,0,1,3,10,10,8,85.0,89.0,82.0
UBCV,2022,W,CNPS,427,,63D,Guidance: Planning and Decision-making,Mircea Munteanu,33,82.6,,92.0,61.0,,,,,,,,,,,0,0,0,1,0,2,2,4,7,15,2,85.0,88.0,79.0
UBCV,2022,W,CNPS,427,,63E,Guidance: Planning and Decision-making,Mircea Munteanu,34,80.7,,93.0,0.0,,,,,,,,,,,1,1,0,0,0,0,2,3,13,9,5,83.5,86.8,80.3
UBCV,2023,S,CNPS,365,,93Q,Introduction to Theories of Counselling,Mircea Munteanu,31,78.69,,92.0,52.0,,,,,,,,,,,0,1,0,1,2,3,2,4,7,6,3,82.0,86.0,74.0
UBCV,2023,S,CNPS,365,,93S,Introduction to Theories of Counselling,Mircea Munteanu,32,76.74,,90.0,9.0,,,,,,,,,,,2,0,1,0,0,4,0,3,7,8,2,83.0,86.0,74.0
UBCV,2023,S,CNPS,427,,93Q,Guidance: Planning and Decision-making,Mircea Munteanu,31,83.33,,96.0,67.0,,,,,,,,,,,0,0,0,0,1,1,3,3,6,6,7,84.0,89.5,77.5
UBCV,2023,W,CNPS,365,,63A,Introduction to Theories of Counselling,Mircea Munteanu,35,80.4,,93.0,40.0,,,,,,,,,,,1,0,0,0,2,1,3,5,9,7,6,80.5,85.0,77.3
